TURN,UTTERANCE,DA,EMOTION
Ses05M_impro06_M011,"And now I don't have that person anymore, you know.  And it's -- -- it's just, you.",o,sad
Ses05M_impro06_FXX2,Yeah.,ag,-
Ses05M_impro06_M012,"You think that things get easier, you know, as you as you get older and you -",o,sad
Ses05M_impro06_M013,"and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's-",o,sad
Ses05M_impro06_F007,I'm sorry. I-,ap,sad
Ses05M_impro06_M014,"You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know?",o,sad
Ses05M_impro06_M015,"And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point?",o,xxx
Ses05M_impro06_M016,"All the best people die, all the bad people live and they make life shitty for you anyway.",o,xxx
Ses05M_impro06_F008,"Wow, Ryan I know that you are hurting right now but I don't think you always feel like that.",o,sad
Ses05M_impro06_M017,"No, you're right.  I don't.  You're right.",ag,sad
Ses05M_impro06_M018,"Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it.",o,sad
Ses05M_impro06_F009,Yeah. I understand.  I think it's really healthy to grieve.,ag,sad
Ses05M_impro06_M019,I just miss him.,o,sad
Ses05M_impro06_F010,If there's anything I can do to be there for you.,s,sad
Ses05M_impro06_M020,Thanks.,g,sad
Ses05M_impro07_M000,Guess what?,q,exc
Ses05M_impro07_F000,What?,q,exc
Ses05M_impro07_M001,I got it.  I got accepted to U.S.C..,ans,exc
Ses05M_impro07_F001,"Oh, for real?",q,exc
Ses05M_impro07_M002,Yes! I just found out today.  I just got the letter.,ans,exc
Ses05M_impro07_F002,That's awesome!,o,xxx
Ses05M_impro07_F003,"oh,I'm so glad.",o,exc
Ses05M_impro07_M003,I know. I know.  I'm so excited.,o,exc
Ses05M_impro07_F004,What are you gonna study?,q,hap
Ses05M_impro07_M004,"oh, Theater. yeah, yeah.",ans,exc
Ses05M_impro07_F005,Really? Are you doing the M.F.A. program?,q,hap
Ses05M_impro07_M005,yes.,ans,exc
Ses05M_impro07_F006,"Oh, my gosh.",s,xxx
Ses05M_impro07_M006,oh-,b,exc
Ses05M_impro07_F007,I heard it's so tough to get into.,o,hap
Ses05M_impro07_M007,It's exactly what I wanted.,s,exc
Ses05M_impro07_M008,"Oh, of course.  No.  I didn't know it was that tough.  I'm just happy that I made it.",o,xxx
Ses05M_impro07_F008,That's awesome.,o,hap
Ses05M_impro07_M009,"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-",s,hap
Ses05M_impro07_F009,"Yeah, that's awesome.",o,exc
Ses05M_impro07_F010,No.,b,neu
Ses05M_impro07_M010,"No, No, I'm really looking forward to it.  You know how long -- I have been talking about this forever, right? right?",q,xxx
Ses05M_impro07_F011,"Uh huh.  Yes, seriously, for years.",ans,exc
Ses05M_impro07_M011,"Finally.  I'm so excited.  We're gonna -- well, I'll be here.  We're still gonna be able to see each other.",s,exc
Ses05M_impro07_F012,I know.  I know.  I'm- I'm definitely -- I realize [LAUGHTER].,ag,exc
Ses05M_impro07_M012,"We're gonna hang out, right?",q,xxx
Ses05M_impro07_M013,"What are you, wait, what are you doing?",q,exc
Ses05M_impro07_F013,"Um- I'm gonna be studying at U.S.C., too.",ans,hap
Ses05M_impro07_M014,"Perfect!  Oh, my God.  Are you staying, are you going to live on campus?",q,exc
Ses05M_impro07_F014,"Not on campus, but um- I probably won't live too far.  Maybe, I don't know, I might go to Silver Lake or something.",ans,xxx
Ses05M_impro07_M015,We are gonna party all the time.,o,xxx
Ses05M_impro07_F015,Yeah.  Totally- Well where are you going to live?,q,exc
Ses05M_impro07_M016,We are gonna have a great time.,o,exc
Ses05M_impro07_M017,"[garbage] I'm going to live on campus.  I mean, well, around campus, anyway.  Yeah, housing around campus.",ans,exc
Ses05M_impro07_F016,Oh yeah.,b,neu
Ses05M_impro07_F017,Good tradeoff,o,neu
Ses05M_impro07_M018,"I just want to be really close to things, you know.  I know it's not exactly the best neighborhood in the entire world. But uh-",o,exc
Ses05M_impro07_F018,I don't- I don't think it's that bad.,o,neu
Ses05M_impro07_M019,"I don't- you know ,I feel the same way, you know what I mean.  And everybody says a lot of other crap you know, they don't know what they are talking about anyway.",o,exc
Ses05M_impro07_F019,yeah.,b,neu
Ses05M_impro07_M020,"They don't live here.  They don't know, right?",q,exc
Ses05M_impro07_F020,"Yeah. I think it's really also if you- if you consider yourself like, us and them, kind of thing- If you think you're part of your community then --you going to like it more",ans,neu
Ses05M_impro07_M021,yeah.,b,exc
Ses05M_impro07_M022,Exactly.  You make it what you make it. You know? Right? And I'm gonna make it so freaking awesome.,o,exc
Ses05M_impro07_F021,"Right, Exactly.",ag,exc
Ses05M_impro07_F022,Oh I'm so glad.,o,exc
Ses05M_impro07_M023,yeah.,b,exc
Ses05M_impro07_F023,"So when do you know, like, where you're gonna live? and-",q,hap
Ses05M_impro07_M024,"Well, I don't know.  I've got to go look for a place.",ans,exc
Ses05M_impro07_F024,"Oh, wow.",s,neu
Ses05M_impro07_M025,"Yeah, yeah.  I- I don't- I don't know.  Do you have any suggestions?",q,exc
Ses05M_impro07_F025,Um-,b,neu
Ses05M_impro07_M026,You know the area better than I do.,s,exc
Ses05M_impro07_F026,"Yeah.  I mean, I know, I know, like the- the housing surrounding the campus pretty well.",ans,neu
Ses05M_impro07_M027,"yeah, yeah?",b,xxx
Ses05M_impro07_F027,Um- How many people do you want to live with?,q,neu
Ses05M_impro07_M028,"Not a lot.  I mean, I wouldn't want to live with more than three other people.  So, like four of us total, right?",ans,exc
Ses05M_impro07_F028,All dudes?,q,neu
Ses05M_impro07_M029,I don't care. I don't care.,ans,exc
Ses05M_impro07_F029,Um- I think I have some friends.,s,neu
Ses05M_impro07_M030,yeah?,q,exc
Ses05M_impro07_F030,yeah.,ans,neu
Ses05M_impro07_M031,That would be perfect.,o,exc
Ses05M_impro07_F031,"There's actually, a friend of mine is um- moving out of her place and her place is amazing-- And it's really cheap.",s,hap
Ses05M_impro07_M032,Really?,q,exc
Ses05M_impro07_M033,Really?,q,exc
Ses05M_impro07_F032,yeah.,ans,neu
Ses05M_impro07_M034,Cheap is exactly what I need- Because I have no money at all.,s,exc
Ses05M_impro07_FXX1,Okay.,b,-
Ses05M_impro07_F033,Okay.,ag,neu
Ses05M_impro07_M035,"But, uh--",b,exc
Ses05M_impro07_F034,How are you going to pay for school? Did- did you--?,q,xxx
Ses05M_impro07_M036,"Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah.",ans,exc
Ses05M_impro07_F035,"You've got a lot- oh, awesome.",o,hap
Ses05M_impro07_F036,Oh cool.,o,hap
Ses05M_impro07_M037,"So it comes Indian like. And you know I'm kind of smart, so.",o,exc
Ses05M_impro07_F037,Yeah.,ag,exc
Ses05M_impro07_M038,"That helps, right?  Get some academic scholarships. And uh-",s,xxx
Ses05M_impro07_F038,totally.,ag,neu
Ses05M_impro07_F039,good for you.,o,hap
Ses05M_impro07_M039,"And yeah, well, I mean, basically I just applied for any and every possible scholarship and grant that could come by, so I can go.",s,hap
Ses05M_impro07_F040,the way to do it.,o,neu
Ses05M_impro07_M040,"Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care.",s,exc
Ses05M_impro07_F041,"Wow, are you so excited?",q,exc
Ses05M_impro07_FXX2,Right.,ans,-
Ses05M_impro07_M041,It's just you know a dream come true.  How could you not be excited about a dream come true?,o,exc
Ses05M_impro07_F042,"You're gonna be so busy, too. You're going to have to work so hard.",o,exc
Ses05M_impro07_M042,"Oh I know, I know.",ag,exc
Ses05M_impro07_M043,"But I'm so looking forward to being so busy. You know what I mean?  It's the kind of busy you've got to love, right?",o,exc
Ses05M_impro07_FXX3,Oh good.,a,-
Ses05M_impro07_F043,Oh totally.,ag,xxx
Ses05M_impro07_M044,Because you're doing something you love.  That's the kind of busy you want.  I want to be able to do that for the rest of my life.  Be that kind of busy.,o,exc
Ses05M_impro07_F044,All right.  Wow.  So exciting.,o,exc
Ses05M_impro07_M045,I had to tell you right away.  I knew you'd be excited.,o,exc
Ses05M_impro07_M046,We'll have fun.,o,hap
Ses05M_impro07_F045,Yeah.  We'll have so much fun.,ag,hap
Ses05M_impro07_M047,Great.  Okay.,o,exc
Ses05M_impro07_F046,cool,b,xxx
Ses05M_impro08_M000,"D.S.L. Extreme, can I help you?",q,neu
Ses05M_impro08_F000,"Hi, I need- I need some help.  I've been transferred to, like, eight different departments and I've told my problem to every single department, and then they just send me to another one and say they are going to send all my information so I won't have to repeat it, and then that person doesn't know what's going on.  And I've restated my story about eight different times and I just want somebody to help me get my connection back, because this happens every two weeks.  And I want to know what to do to stop it from happening again.",ans,fru
Ses05M_impro08_M001,This happens every two weeks?,q,neu
Ses05M_impro08_F001,Yeah.  That my service just goes out.,ans,fru
Ses05M_impro08_M002,You've lost your connection.,q,neu
Ses05M_impro08_F002,yeah.,ans,fru
Ses05M_impro08_M003,okay.,ag,neu
Ses05M_impro08_F003,"And I'll reset the IP address.  I will do like, you know, direct connect the modem to my computer, and then reset everything, and then put the router back in. And-",s,fru
Ses05M_impro08_M004,Hmm.  Mmm.,b,neu
Ses05M_impro08_F004,"Is not, It it It will work again for like a week and then it goes out again.",s,fru
Ses05M_impro08_M005,Has somebody tried to pin your site?,q,neu
Ses05M_impro08_F005,"Uh, yeah.  We've pinned it a couple of times.",ans,neu
Ses05M_impro08_M006,"Okay. Um-  Well, I don't know.  And it consistently happens every two weeks?",q,neu
Ses05M_impro08_F006,"Pretty much, yeah - I don't know if it's, like, bad phone lines or something.",ans,neu
Ses05M_impro08_MXX0,Okay.,b,-
Ses05M_impro08_M007,"Well, you know what, does your D.S.L. cable -- you have D.S.L., right?",q,neu
Ses05M_impro08_F007,Hmm. Mmm.,ans,neu
Ses05M_impro08_M008,"Okay.  Does your D.S.L. cable, you know, travel a long distance by any chance? - Does it go through any windows?  I mean, is it --",q,neu
Ses05M_impro08_F008,yeah.,b,neu
Ses05M_impro08_F009,"It goes- It goes, like, through doorways.  But it goes a long distance.",ans,neu
Ses05M_impro08_M009,"Okay.  Is it being- Is it being compressed between anything by any chance?  Because sometimes your connection can be you know, disrupted by, you know, the cable being squished.",q,neu
Ses05M_impro08_F010,Oh really?,q,xxx
Ses05M_impro08_M010,"Yeah. That can be- That can create a bad connection.  And it won't always be a bad connection, but it will be bad off and on.",ans,neu
Ses05M_impro08_F011,"Well, I- I can check that.  Is there anything else we can do, too?  Like, I'll go through and check the line throughout the house, but --",q,neu
Ses05M_impro08_M011,"Yeah, well, absolutely.  What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay.  Can you go down to your start button?",ans,neu
Ses05M_impro08_F012,Uh huh.,b,neu
Ses05M_impro08_M012,"Okay, And uh- go ahead and click on run.",s,neu
Ses05M_impro08_F013,All right.,b,neu
Ses05M_impro08_M013,Okay.  We're gonna get your -- a little black box is going to come up.  Do you see that?,q,neu
Ses05M_impro08_F014,"Yeah, I see that.",ans,neu
Ses05M_impro08_M014,"Okay Uh- You've got your C calling, go ahead and type in directory list.",s,neu
Ses05M_impro08_F015,Okay.,ag,neu
Ses05M_impro08_M015,And hit enter.,s,neu
Ses05M_impro08_F016,Okay.,ag,neu
Ses05M_impro08_M016,Okay?  Can you tell me what that says?,q,neu
Ses05M_impro08_F017,"Uh, it it's like a bunch of different letter and numbers and stuff.",ans,neu
Ses05M_impro08_M017,"Okay Okay, And Um- letters and numbers and stuff.  Uh- Can you - Can you just type in IP address search? And hit enter.",q,neu
Ses05M_impro08_F018,"Uh huh, Okay.",ag,neu
Ses05M_impro08_M018,Okay?  Does it list your IP address there?,q,neu
Ses05M_impro08_F019,"Uh, yeah looks -- no, no.  It's set to zeros.",ans,neu
Ses05M_impro08_M019,"It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again.",o,neu
Ses05M_impro08_FXX0,Okay.,b,-
Ses05M_impro08_F020,"what happening - So if we reset this, how will I know it's not going to happen again every other week?",q,xxx
Ses05M_impro08_M020,"Well, if it does happen again, let me give you my direct number and you can call me.  Actually, I'll give you my cell number. Um- It's --",ans,neu
Ses05M_impro08_F021,Wow.  That would be amazing.  Really?,q,sur
Ses05M_impro08_M021,"Of course.  we seriously- Yeah, I mean, obviously you've worked- you know -- I don't want to hassle you anymore.",ans,neu
Ses05M_impro08_F022,"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now.",o,hap
Ses05M_impro08_M022,I completely understand.,ag,neu
Ses05M_impro08_F023,It's so frustrating.,o,fru
Ses05M_impro08_M023,Absolutely. And I just don't want that to happen to you anymore.,ag,neu
Ses05M_impro08_F024,Thank you so much.,g,xxx
Ses05M_impro08_M024,Absolutely.  It's a new service we are offering.,s,neu
Ses05M_impro08_F025,"Yeah, accountability.  It's awesome.",o,hap
Ses05M_impro08_M025,Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay?,q,neu
Ses05M_impro08_F026,"Wow.  You know I was thinking about changing internet providers, but but that- that really is enough to change my mind.",ans,hap
